nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.6
[T1=lambda_reg*alpha=0.00012]
[T2=lambda_reg*(1-alpha)=8e-05]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 7.1
Epoch 1: A_NQ = 94.41, H_NQ = 981900, A_Q = 93.32, H_Q = 53223, zstd_ratio = 3.51%, sparse_ratio = 2.73%, sparsity = 87.27% , sparse_accuracy = 93.31, training_time = 1054s
Epoch 17: A_NQ = 98.08, H_NQ = 981898, A_Q = 98.22, H_Q = 26187, zstd_ratio = 1.96%, sparse_ratio = 1.42%, sparsity = 95.61% , sparse_accuracy = 98.21, training_time = 936s
Epoch 18: A_NQ = 98.32, H_NQ = 981814, A_Q = 98.69, H_Q = 26093, zstd_ratio = 1.91%, sparse_ratio = 1.40%, sparsity = 95.62% , sparse_accuracy = 98.69, training_time = 1272s
Epoch 19: A_NQ = 98.69, H_NQ = 981770, A_Q = 98.64, H_Q = 25629, zstd_ratio = 1.91%, sparse_ratio = 1.38%, sparsity = 95.73% , sparse_accuracy = 98.61, training_time = 1106s
Epoch 20: A_NQ = 98.21, H_NQ = 981877, A_Q = 98.39, H_Q = 25555, zstd_ratio = 1.88%, sparse_ratio = 1.36%, sparsity = 95.75% , sparse_accuracy = 98.4, training_time = 1219s
Epoch 21: A_NQ = 98.45, H_NQ = 981872, A_Q = 98.75, H_Q = 26130, zstd_ratio = 1.93%, sparse_ratio = 1.41%, sparsity = 95.62% , sparse_accuracy = 98.76, training_time = 1263s
Epoch 22: A_NQ = 98.51, H_NQ = 981864, A_Q = 98.29, H_Q = 24716, zstd_ratio = 1.86%, sparse_ratio = 1.34%, sparsity = 95.94% , sparse_accuracy = 98.28, training_time = 1240s
Epoch 23: A_NQ = 98.47, H_NQ = 981900, A_Q = 98.45, H_Q = 24993, zstd_ratio = 1.86%, sparse_ratio = 1.35%, sparsity = 95.87% , sparse_accuracy = 98.46, training_time = 1083s
Epoch 24: A_NQ = 98.51, H_NQ = 981874, A_Q = 98.66, H_Q = 24884, zstd_ratio = 1.88%, sparse_ratio = 1.36%, sparsity = 95.89% , sparse_accuracy = 98.68, training_time = 1201s
Epoch 25: A_NQ = 98.5, H_NQ = 981798, A_Q = 98.76, H_Q = 25493, zstd_ratio = 1.92%, sparse_ratio = 1.39%, sparsity = 95.75% , sparse_accuracy = 98.74, training_time = 1250s
Epoch 26: A_NQ = 98.22, H_NQ = 981892, A_Q = 98.33, H_Q = 25518, zstd_ratio = 1.91%, sparse_ratio = 1.38%, sparsity = 95.75% , sparse_accuracy = 98.32, training_time = 929s
Epoch 27: A_NQ = 98.51, H_NQ = 981814, A_Q = 98.61, H_Q = 25625, zstd_ratio = 1.91%, sparse_ratio = 1.39%, sparsity = 95.71% , sparse_accuracy = 98.56, training_time = 892s
Epoch 28: A_NQ = 98.37, H_NQ = 981846, A_Q = 98.45, H_Q = 24404, zstd_ratio = 1.85%, sparse_ratio = 1.33%, sparsity = 96.00% , sparse_accuracy = 98.44, training_time = 950s
Epoch 29: A_NQ = 98.55, H_NQ = 981850, A_Q = 98.58, H_Q = 24777, zstd_ratio = 1.86%, sparse_ratio = 1.35%, sparsity = 95.92% , sparse_accuracy = 98.54, training_time = 834s
Epoch 30: A_NQ = 98.29, H_NQ = 981603, A_Q = 98.06, H_Q = 24205, zstd_ratio = 1.83%, sparse_ratio = 1.33%, sparsity = 96.05% , sparse_accuracy = 98.07, training_time = 863s
Epoch 31: A_NQ = 98.5, H_NQ = 981846, A_Q = 98.55, H_Q = 23793, zstd_ratio = 1.82%, sparse_ratio = 1.30%, sparsity = 96.14% , sparse_accuracy = 98.55, training_time = 472s
Epoch 32: A_NQ = 98.55, H_NQ = 981755, A_Q = 98.77, H_Q = 24057, zstd_ratio = 1.80%, sparse_ratio = 1.32%, sparsity = 96.07% , sparse_accuracy = 98.79, training_time = 471s
Epoch 33: A_NQ = 98.54, H_NQ = 981890, A_Q = 98.58, H_Q = 23602, zstd_ratio = 1.80%, sparse_ratio = 1.30%, sparsity = 96.17% , sparse_accuracy = 98.57, training_time = 505s
Epoch 34: A_NQ = 98.54, H_NQ = 981898, A_Q = 98.46, H_Q = 23776, zstd_ratio = 1.78%, sparse_ratio = 1.30%, sparsity = 96.13% , sparse_accuracy = 98.48, training_time = 487s
Epoch 35: A_NQ = 98.42, H_NQ = 981906, A_Q = 98.63, H_Q = 23670, zstd_ratio = 1.80%, sparse_ratio = 1.30%, sparsity = 96.15% , sparse_accuracy = 98.64, training_time = 474s
Epoch 36: A_NQ = 98.66, H_NQ = 981860, A_Q = 98.63, H_Q = 24101, zstd_ratio = 1.79%, sparse_ratio = 1.33%, sparsity = 96.05% , sparse_accuracy = 98.59, training_time = 481s
Epoch 37: A_NQ = 96.56, H_NQ = 981768, A_Q = 98.71, H_Q = 23940, zstd_ratio = 1.78%, sparse_ratio = 1.31%, sparsity = 96.08% , sparse_accuracy = 98.71, training_time = 491s
Epoch 38: A_NQ = 98.56, H_NQ = 981764, A_Q = 98.67, H_Q = 23017, zstd_ratio = 1.74%, sparse_ratio = 1.27%, sparsity = 96.29% , sparse_accuracy = 98.65, training_time = 492s
Epoch 39: A_NQ = 97.76, H_NQ = 981866, A_Q = 98.4, H_Q = 23915, zstd_ratio = 1.77%, sparse_ratio = 1.31%, sparsity = 96.08% , sparse_accuracy = 98.4, training_time = 487s
Epoch 40: A_NQ = 98.66, H_NQ = 981894, A_Q = 98.68, H_Q = 24346, zstd_ratio = 1.79%, sparse_ratio = 1.32%, sparsity = 95.97% , sparse_accuracy = 98.66, training_time = 494s
Epoch 41: A_NQ = 97.48, H_NQ = 981782, A_Q = 98.16, H_Q = 23248, zstd_ratio = 1.76%, sparse_ratio = 1.28%, sparsity = 96.22% , sparse_accuracy = 98.13, training_time = 496s
Epoch 42: A_NQ = 96.98, H_NQ = 981906, A_Q = 98.24, H_Q = 22760, zstd_ratio = 1.74%, sparse_ratio = 1.25%, sparsity = 96.34% , sparse_accuracy = 98.23, training_time = 488s
Epoch 43: A_NQ = 98.6, H_NQ = 981645, A_Q = 98.54, H_Q = 22896, zstd_ratio = 1.74%, sparse_ratio = 1.26%, sparsity = 96.31% , sparse_accuracy = 98.54, training_time = 478s
Epoch 44: A_NQ = 98.66, H_NQ = 981882, A_Q = 98.72, H_Q = 23180, zstd_ratio = 1.73%, sparse_ratio = 1.28%, sparsity = 96.23% , sparse_accuracy = 98.71, training_time = 486s
Epoch 45: A_NQ = 98.25, H_NQ = 981828, A_Q = 98.67, H_Q = 22351, zstd_ratio = 1.69%, sparse_ratio = 1.24%, sparsity = 96.41% , sparse_accuracy = 98.67, training_time = 487s
Epoch 46: A_NQ = 98.66, H_NQ = 981820, A_Q = 98.85, H_Q = 22524, zstd_ratio = 1.72%, sparse_ratio = 1.25%, sparsity = 96.37% , sparse_accuracy = 98.84, training_time = 485s
Epoch 47: A_NQ = 98.73, H_NQ = 981866, A_Q = 98.67, H_Q = 22712, zstd_ratio = 1.72%, sparse_ratio = 1.25%, sparsity = 96.32% , sparse_accuracy = 98.69, training_time = 474s
Epoch 48: A_NQ = 98.08, H_NQ = 981836, A_Q = 98.51, H_Q = 22390, zstd_ratio = 1.71%, sparse_ratio = 1.23%, sparsity = 96.40% , sparse_accuracy = 98.52, training_time = 479s
Epoch 49: A_NQ = 98.46, H_NQ = 981880, A_Q = 98.59, H_Q = 22529, zstd_ratio = 1.71%, sparse_ratio = 1.23%, sparsity = 96.36% , sparse_accuracy = 98.58, training_time = 485s
Epoch 50: A_NQ = 97.85, H_NQ = 981852, A_Q = 98.44, H_Q = 21743, zstd_ratio = 1.66%, sparse_ratio = 1.21%, sparsity = 96.54% , sparse_accuracy = 98.45, training_time = 487s
Epoch 51: A_NQ = 98.51, H_NQ = 981803, A_Q = 98.53, H_Q = 22488, zstd_ratio = 1.69%, sparse_ratio = 1.24%, sparsity = 96.37% , sparse_accuracy = 98.54, training_time = 507s
Epoch 52: A_NQ = 98.51, H_NQ = 981824, A_Q = 98.74, H_Q = 22481, zstd_ratio = 1.71%, sparse_ratio = 1.24%, sparsity = 96.38% , sparse_accuracy = 98.72, training_time = 872s
Epoch 53: A_NQ = 98.31, H_NQ = 981894, A_Q = 98.23, H_Q = 22020, zstd_ratio = 1.66%, sparse_ratio = 1.21%, sparsity = 96.48% , sparse_accuracy = 98.21, training_time = 879s
Epoch 54: A_NQ = 98.65, H_NQ = 981880, A_Q = 98.76, H_Q = 20986, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.70% , sparse_accuracy = 98.78, training_time = 886s
Epoch 55: A_NQ = 98.71, H_NQ = 981856, A_Q = 98.23, H_Q = 22337, zstd_ratio = 1.68%, sparse_ratio = 1.24%, sparsity = 96.39% , sparse_accuracy = 98.21, training_time = 866s
Epoch 56: A_NQ = 98.32, H_NQ = 981712, A_Q = 98.43, H_Q = 22058, zstd_ratio = 1.68%, sparse_ratio = 1.22%, sparsity = 96.46% , sparse_accuracy = 98.41, training_time = 514s
Epoch 57: A_NQ = 98.86, H_NQ = 981908, A_Q = 98.72, H_Q = 21612, zstd_ratio = 1.63%, sparse_ratio = 1.19%, sparsity = 96.56% , sparse_accuracy = 98.72, training_time = 544s
Epoch 58: A_NQ = 98.74, H_NQ = 981896, A_Q = 98.61, H_Q = 21908, zstd_ratio = 1.65%, sparse_ratio = 1.21%, sparsity = 96.50% , sparse_accuracy = 98.6, training_time = 509s
Epoch 59: A_NQ = 98.56, H_NQ = 981898, A_Q = 98.7, H_Q = 21509, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.59% , sparse_accuracy = 98.71, training_time = 511s
Epoch 60: A_NQ = 98.53, H_NQ = 981882, A_Q = 98.44, H_Q = 21064, zstd_ratio = 1.63%, sparse_ratio = 1.17%, sparsity = 96.68% , sparse_accuracy = 98.42, training_time = 506s
Epoch 61: A_NQ = 98.5, H_NQ = 981900, A_Q = 98.71, H_Q = 21054, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.69% , sparse_accuracy = 98.72, training_time = 510s
Epoch 62: A_NQ = 98.28, H_NQ = 981906, A_Q = 98.5, H_Q = 21445, zstd_ratio = 1.62%, sparse_ratio = 1.19%, sparsity = 96.60% , sparse_accuracy = 98.51, training_time = 895s
Epoch 63: A_NQ = 98.57, H_NQ = 981886, A_Q = 98.63, H_Q = 21666, zstd_ratio = 1.65%, sparse_ratio = 1.19%, sparsity = 96.54% , sparse_accuracy = 98.65, training_time = 894s
Epoch 64: A_NQ = 98.45, H_NQ = 981544, A_Q = 98.59, H_Q = 21562, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.57% , sparse_accuracy = 98.61, training_time = 866s
Epoch 65: A_NQ = 98.68, H_NQ = 981868, A_Q = 98.81, H_Q = 21968, zstd_ratio = 1.66%, sparse_ratio = 1.21%, sparsity = 96.47% , sparse_accuracy = 98.8, training_time = 860s
Epoch 66: A_NQ = 98.45, H_NQ = 981870, A_Q = 98.65, H_Q = 21138, zstd_ratio = 1.62%, sparse_ratio = 1.16%, sparsity = 96.65% , sparse_accuracy = 98.65, training_time = 852s
Epoch 67: A_NQ = 98.78, H_NQ = 981798, A_Q = 98.62, H_Q = 21283, zstd_ratio = 1.63%, sparse_ratio = 1.17%, sparsity = 96.62% , sparse_accuracy = 98.63, training_time = 852s
Epoch 68: A_NQ = 98.5, H_NQ = 981856, A_Q = 98.64, H_Q = 21616, zstd_ratio = 1.64%, sparse_ratio = 1.18%, sparsity = 96.54% , sparse_accuracy = 98.63, training_time = 848s
Epoch 69: A_NQ = 98.7, H_NQ = 981898, A_Q = 98.64, H_Q = 21703, zstd_ratio = 1.62%, sparse_ratio = 1.18%, sparsity = 96.52% , sparse_accuracy = 98.64, training_time = 843s
Epoch 70: A_NQ = 98.24, H_NQ = 981894, A_Q = 97.31, H_Q = 21677, zstd_ratio = 1.61%, sparse_ratio = 1.18%, sparsity = 96.52% , sparse_accuracy = 97.36, training_time = 830s
Epoch 71: A_NQ = 98.78, H_NQ = 981846, A_Q = 98.81, H_Q = 20641, zstd_ratio = 1.58%, sparse_ratio = 1.14%, sparsity = 96.76% , sparse_accuracy = 98.81, training_time = 832s
Epoch 72: A_NQ = 98.54, H_NQ = 981876, A_Q = 98.55, H_Q = 20951, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.69% , sparse_accuracy = 98.55, training_time = 823s
Epoch 73: A_NQ = 98.64, H_NQ = 981800, A_Q = 98.38, H_Q = 21019, zstd_ratio = 1.58%, sparse_ratio = 1.14%, sparsity = 96.67% , sparse_accuracy = 98.37, training_time = 834s
Epoch 74: A_NQ = 98.55, H_NQ = 981846, A_Q = 98.49, H_Q = 21495, zstd_ratio = 1.60%, sparse_ratio = 1.17%, sparsity = 96.55% , sparse_accuracy = 98.49, training_time = 826s
Epoch 75: A_NQ = 98.62, H_NQ = 981888, A_Q = 98.61, H_Q = 22001, zstd_ratio = 1.64%, sparse_ratio = 1.18%, sparsity = 96.44% , sparse_accuracy = 98.62, training_time = 825s
Epoch 76: A_NQ = 98.83, H_NQ = 981856, A_Q = 98.62, H_Q = 21363, zstd_ratio = 1.62%, sparse_ratio = 1.17%, sparsity = 96.58% , sparse_accuracy = 98.62, training_time = 829s
Epoch 77: A_NQ = 98.59, H_NQ = 981894, A_Q = 98.84, H_Q = 21300, zstd_ratio = 1.59%, sparse_ratio = 1.17%, sparsity = 96.60% , sparse_accuracy = 98.83, training_time = 828s
Epoch 78: A_NQ = 98.76, H_NQ = 981882, A_Q = 98.74, H_Q = 21094, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.65% , sparse_accuracy = 98.74, training_time = 808s
Epoch 79: A_NQ = 98.59, H_NQ = 981792, A_Q = 98.65, H_Q = 21738, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.50% , sparse_accuracy = 98.66, training_time = 820s
Epoch 80: A_NQ = 98.69, H_NQ = 981868, A_Q = 98.79, H_Q = 21045, zstd_ratio = 1.58%, sparse_ratio = 1.15%, sparsity = 96.66% , sparse_accuracy = 98.79, training_time = 496s
Epoch 81: A_NQ = 98.8, H_NQ = 981880, A_Q = 98.67, H_Q = 20939, zstd_ratio = 1.58%, sparse_ratio = 1.14%, sparsity = 96.69% , sparse_accuracy = 98.66, training_time = 452s
Epoch 82: A_NQ = 98.77, H_NQ = 981837, A_Q = 98.93, H_Q = 21877, zstd_ratio = 1.60%, sparse_ratio = 1.18%, sparsity = 96.46% , sparse_accuracy = 98.92, training_time = 443s
Epoch 83: A_NQ = 98.85, H_NQ = 981844, A_Q = 99.03, H_Q = 20974, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.68% , sparse_accuracy = 99.02, training_time = 452s
Epoch 84: A_NQ = 98.45, H_NQ = 981864, A_Q = 98.56, H_Q = 20338, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.82% , sparse_accuracy = 98.54, training_time = 441s
Epoch 85: A_NQ = 98.38, H_NQ = 981774, A_Q = 98.78, H_Q = 21010, zstd_ratio = 1.57%, sparse_ratio = 1.15%, sparsity = 96.67% , sparse_accuracy = 98.79, training_time = 457s
Epoch 86: A_NQ = 98.44, H_NQ = 981864, A_Q = 98.37, H_Q = 21398, zstd_ratio = 1.58%, sparse_ratio = 1.16%, sparsity = 96.58% , sparse_accuracy = 98.36, training_time = 440s
Epoch 87: A_NQ = 98.82, H_NQ = 981413, A_Q = 98.9, H_Q = 22129, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.41% , sparse_accuracy = 98.9, training_time = 441s
Epoch 88: A_NQ = 98.58, H_NQ = 981886, A_Q = 98.68, H_Q = 20795, zstd_ratio = 1.55%, sparse_ratio = 1.14%, sparsity = 96.71% , sparse_accuracy = 98.69, training_time = 455s
Epoch 89: A_NQ = 98.63, H_NQ = 981825, A_Q = 98.76, H_Q = 20980, zstd_ratio = 1.59%, sparse_ratio = 1.15%, sparsity = 96.66% , sparse_accuracy = 98.76, training_time = 449s
Epoch 90: A_NQ = 98.75, H_NQ = 981882, A_Q = 98.68, H_Q = 20155, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.84% , sparse_accuracy = 98.69, training_time = 442s
Epoch 91: A_NQ = 98.58, H_NQ = 981902, A_Q = 98.27, H_Q = 21168, zstd_ratio = 1.58%, sparse_ratio = 1.15%, sparsity = 96.62% , sparse_accuracy = 98.26, training_time = 443s
Epoch 92: A_NQ = 98.67, H_NQ = 981892, A_Q = 98.67, H_Q = 21633, zstd_ratio = 1.58%, sparse_ratio = 1.17%, sparsity = 96.50% , sparse_accuracy = 98.66, training_time = 473s
Epoch 93: A_NQ = 98.71, H_NQ = 981822, A_Q = 98.85, H_Q = 20868, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.68% , sparse_accuracy = 98.85, training_time = 494s
Epoch 94: A_NQ = 98.81, H_NQ = 981890, A_Q = 98.4, H_Q = 21158, zstd_ratio = 1.56%, sparse_ratio = 1.15%, sparsity = 96.62% , sparse_accuracy = 98.4, training_time = 443s
Epoch 95: A_NQ = 98.73, H_NQ = 981853, A_Q = 98.87, H_Q = 21000, zstd_ratio = 1.57%, sparse_ratio = 1.14%, sparsity = 96.66% , sparse_accuracy = 98.87, training_time = 461s
Epoch 96: A_NQ = 98.32, H_NQ = 981908, A_Q = 98.5, H_Q = 20865, zstd_ratio = 1.57%, sparse_ratio = 1.15%, sparsity = 96.69% , sparse_accuracy = 98.49, training_time = 450s
Epoch 97: A_NQ = 98.48, H_NQ = 981902, A_Q = 98.7, H_Q = 20732, zstd_ratio = 1.56%, sparse_ratio = 1.14%, sparsity = 96.72% , sparse_accuracy = 98.68, training_time = 450s
Epoch 98: A_NQ = 98.84, H_NQ = 981836, A_Q = 98.89, H_Q = 21588, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.53% , sparse_accuracy = 98.89, training_time = 444s
Epoch 99: A_NQ = 98.77, H_NQ = 981810, A_Q = 98.8, H_Q = 21222, zstd_ratio = 1.58%, sparse_ratio = 1.15%, sparsity = 96.60% , sparse_accuracy = 98.79, training_time = 464s
Epoch 100: A_NQ = 98.62, H_NQ = 981858, A_Q = 98.12, H_Q = 21016, zstd_ratio = 1.56%, sparse_ratio = 1.15%, sparsity = 96.65% , sparse_accuracy = 98.13, training_time = 743s
------------------------------------------------------------
delta = 6.7
Epoch 1: A_NQ = 95.99, H_NQ = 981848, A_Q = 96.36, H_Q = 53622, zstd_ratio = 3.36%, sparse_ratio = 2.65%, sparsity = 87.41% , sparse_accuracy = 96.33, training_time = 831s
Epoch 2: A_NQ = 97.05, H_NQ = 981918, A_Q = 95.86, H_Q = 47054, zstd_ratio = 3.08%, sparse_ratio = 2.40%, sparsity = 89.82% , sparse_accuracy = 95.81, training_time = 661s
Epoch 3: A_NQ = 97.61, H_NQ = 981906, A_Q = 97.58, H_Q = 41897, zstd_ratio = 2.82%, sparse_ratio = 2.16%, sparsity = 91.48% , sparse_accuracy = 97.55, training_time = 466s
Epoch 4: A_NQ = 97.99, H_NQ = 981886, A_Q = 97.59, H_Q = 38287, zstd_ratio = 2.62%, sparse_ratio = 2.00%, sparsity = 92.55% , sparse_accuracy = 97.58, training_time = 714s
Epoch 5: A_NQ = 97.56, H_NQ = 981850, A_Q = 97.7, H_Q = 35438, zstd_ratio = 2.43%, sparse_ratio = 1.83%, sparsity = 93.33% , sparse_accuracy = 97.7, training_time = 723s
Epoch 6: A_NQ = 98.19, H_NQ = 981884, A_Q = 98.02, H_Q = 33256, zstd_ratio = 2.32%, sparse_ratio = 1.73%, sparsity = 93.90% , sparse_accuracy = 98.0, training_time = 616s
Epoch 7: A_NQ = 98.02, H_NQ = 981878, A_Q = 98.45, H_Q = 31671, zstd_ratio = 2.23%, sparse_ratio = 1.66%, sparsity = 94.29% , sparse_accuracy = 98.46, training_time = 860s
Epoch 8: A_NQ = 98.07, H_NQ = 981884, A_Q = 97.61, H_Q = 29869, zstd_ratio = 2.12%, sparse_ratio = 1.57%, sparsity = 94.74% , sparse_accuracy = 97.6, training_time = 909s
Epoch 9: A_NQ = 98.21, H_NQ = 981890, A_Q = 98.42, H_Q = 28848, zstd_ratio = 2.04%, sparse_ratio = 1.53%, sparsity = 94.97% , sparse_accuracy = 98.4, training_time = 928s
Epoch 10: A_NQ = 98.38, H_NQ = 981858, A_Q = 97.86, H_Q = 27851, zstd_ratio = 2.00%, sparse_ratio = 1.47%, sparsity = 95.20% , sparse_accuracy = 97.88, training_time = 865s
Epoch 11: A_NQ = 97.81, H_NQ = 981894, A_Q = 98.15, H_Q = 27105, zstd_ratio = 1.96%, sparse_ratio = 1.43%, sparsity = 95.39% , sparse_accuracy = 98.15, training_time = 846s
Epoch 12: A_NQ = 97.74, H_NQ = 981878, A_Q = 98.36, H_Q = 26355, zstd_ratio = 1.89%, sparse_ratio = 1.40%, sparsity = 95.56% , sparse_accuracy = 98.33, training_time = 909s
Epoch 13: A_NQ = 97.19, H_NQ = 981706, A_Q = 97.83, H_Q = 25915, zstd_ratio = 1.89%, sparse_ratio = 1.38%, sparsity = 95.64% , sparse_accuracy = 97.83, training_time = 1175s
Epoch 14: A_NQ = 98.64, H_NQ = 981888, A_Q = 98.58, H_Q = 24822, zstd_ratio = 1.85%, sparse_ratio = 1.34%, sparsity = 95.89% , sparse_accuracy = 98.57, training_time = 1151s
Epoch 15: A_NQ = 98.58, H_NQ = 981877, A_Q = 97.88, H_Q = 24554, zstd_ratio = 1.83%, sparse_ratio = 1.33%, sparsity = 95.96% , sparse_accuracy = 97.91, training_time = 1032s
Epoch 16: A_NQ = 98.25, H_NQ = 981898, A_Q = 98.34, H_Q = 24971, zstd_ratio = 1.84%, sparse_ratio = 1.34%, sparsity = 95.85% , sparse_accuracy = 98.33, training_time = 1155s
Epoch 17: A_NQ = 98.34, H_NQ = 981896, A_Q = 98.67, H_Q = 24191, zstd_ratio = 1.77%, sparse_ratio = 1.30%, sparsity = 96.03% , sparse_accuracy = 98.68, training_time = 1147s
Epoch 18: A_NQ = 98.21, H_NQ = 981800, A_Q = 98.45, H_Q = 23454, zstd_ratio = 1.75%, sparse_ratio = 1.27%, sparsity = 96.19% , sparse_accuracy = 98.47, training_time = 1146s
Epoch 19: A_NQ = 98.22, H_NQ = 981838, A_Q = 98.29, H_Q = 23564, zstd_ratio = 1.76%, sparse_ratio = 1.27%, sparsity = 96.16% , sparse_accuracy = 98.29, training_time = 999s
Epoch 20: A_NQ = 98.52, H_NQ = 981886, A_Q = 98.53, H_Q = 23888, zstd_ratio = 1.76%, sparse_ratio = 1.29%, sparsity = 96.09% , sparse_accuracy = 98.5, training_time = 1091s
Epoch 21: A_NQ = 98.53, H_NQ = 981886, A_Q = 98.55, H_Q = 23336, zstd_ratio = 1.74%, sparse_ratio = 1.26%, sparsity = 96.21% , sparse_accuracy = 98.54, training_time = 489s
Epoch 22: A_NQ = 98.26, H_NQ = 981778, A_Q = 98.15, H_Q = 23021, zstd_ratio = 1.69%, sparse_ratio = 1.24%, sparsity = 96.28% , sparse_accuracy = 98.15, training_time = 438s
Epoch 23: A_NQ = 98.44, H_NQ = 981772, A_Q = 98.45, H_Q = 22667, zstd_ratio = 1.68%, sparse_ratio = 1.23%, sparsity = 96.35% , sparse_accuracy = 98.44, training_time = 433s
Epoch 24: A_NQ = 98.39, H_NQ = 981824, A_Q = 98.68, H_Q = 23248, zstd_ratio = 1.71%, sparse_ratio = 1.26%, sparsity = 96.21% , sparse_accuracy = 98.68, training_time = 461s
Epoch 25: A_NQ = 98.49, H_NQ = 981900, A_Q = 98.84, H_Q = 22663, zstd_ratio = 1.68%, sparse_ratio = 1.23%, sparsity = 96.35% , sparse_accuracy = 98.81, training_time = 495s
Epoch 26: A_NQ = 98.6, H_NQ = 981846, A_Q = 98.31, H_Q = 22241, zstd_ratio = 1.65%, sparse_ratio = 1.21%, sparsity = 96.44% , sparse_accuracy = 98.28, training_time = 845s
Epoch 27: A_NQ = 98.6, H_NQ = 981822, A_Q = 98.72, H_Q = 21958, zstd_ratio = 1.66%, sparse_ratio = 1.20%, sparsity = 96.50% , sparse_accuracy = 98.71, training_time = 853s
Epoch 28: A_NQ = 98.56, H_NQ = 981870, A_Q = 98.69, H_Q = 22252, zstd_ratio = 1.65%, sparse_ratio = 1.20%, sparsity = 96.43% , sparse_accuracy = 98.68, training_time = 428s
Epoch 29: A_NQ = 98.43, H_NQ = 981848, A_Q = 98.14, H_Q = 22345, zstd_ratio = 1.64%, sparse_ratio = 1.21%, sparsity = 96.41% , sparse_accuracy = 98.12, training_time = 846s
Epoch 30: A_NQ = 98.04, H_NQ = 981834, A_Q = 98.47, H_Q = 22190, zstd_ratio = 1.64%, sparse_ratio = 1.20%, sparsity = 96.45% , sparse_accuracy = 98.49, training_time = 845s
Epoch 31: A_NQ = 98.44, H_NQ = 981783, A_Q = 98.36, H_Q = 21580, zstd_ratio = 1.62%, sparse_ratio = 1.17%, sparsity = 96.58% , sparse_accuracy = 98.38, training_time = 851s
Epoch 32: A_NQ = 98.62, H_NQ = 981836, A_Q = 98.59, H_Q = 22088, zstd_ratio = 1.63%, sparse_ratio = 1.19%, sparsity = 96.46% , sparse_accuracy = 98.61, training_time = 432s
Epoch 33: A_NQ = 98.36, H_NQ = 981910, A_Q = 98.79, H_Q = 21659, zstd_ratio = 1.60%, sparse_ratio = 1.17%, sparsity = 96.55% , sparse_accuracy = 98.78, training_time = 512s
Epoch 34: A_NQ = 98.51, H_NQ = 981854, A_Q = 98.7, H_Q = 20750, zstd_ratio = 1.56%, sparse_ratio = 1.13%, sparsity = 96.75% , sparse_accuracy = 98.68, training_time = 436s
Epoch 35: A_NQ = 98.05, H_NQ = 981890, A_Q = 98.71, H_Q = 21411, zstd_ratio = 1.59%, sparse_ratio = 1.17%, sparsity = 96.61% , sparse_accuracy = 98.71, training_time = 441s
Epoch 36: A_NQ = 98.39, H_NQ = 981666, A_Q = 97.99, H_Q = 21300, zstd_ratio = 1.58%, sparse_ratio = 1.17%, sparsity = 96.63% , sparse_accuracy = 97.97, training_time = 436s
Epoch 37: A_NQ = 98.65, H_NQ = 981884, A_Q = 98.82, H_Q = 21624, zstd_ratio = 1.60%, sparse_ratio = 1.17%, sparsity = 96.55% , sparse_accuracy = 98.83, training_time = 443s
Epoch 38: A_NQ = 97.69, H_NQ = 981872, A_Q = 98.19, H_Q = 20929, zstd_ratio = 1.59%, sparse_ratio = 1.14%, sparsity = 96.70% , sparse_accuracy = 98.19, training_time = 439s
Epoch 39: A_NQ = 98.5, H_NQ = 981782, A_Q = 98.61, H_Q = 20781, zstd_ratio = 1.57%, sparse_ratio = 1.13%, sparsity = 96.73% , sparse_accuracy = 98.6, training_time = 436s
Epoch 40: A_NQ = 98.38, H_NQ = 981858, A_Q = 98.42, H_Q = 21057, zstd_ratio = 1.57%, sparse_ratio = 1.14%, sparsity = 96.67% , sparse_accuracy = 98.43, training_time = 441s
