nohup: ignoring input
=================================================================
==================== PARAMETER CONFIGURATION ====================
=================================================================
model=LeNet5_Original (rotated)
criterion=CrossEntropy
C=64
lr=0.001
lambda_reg=0.0002
alpha=0.5
[T1=lambda_reg*alpha=0.0001]
[T2=lambda_reg*(1-alpha)=0.0001]
subgradient_step=100000.0
w0=-0.031
r=2
bucket_zero=32
BestQuantization_target_acc=99.8
final_target_acc=99.7
target_zstd_ratio=0.0179
min_xi=0
max_xi=1
upper_c=1663370
lower_c=0.01
c1=10
c2=1000
first_best_indices=20
accuracy_tollerance=0.2
zeta=50000
l=0.5
n_epochs=100
max_iterations=15
train_optimizer=ADAM
entropy_optimizer=FISTA
pruning=Y
QuantizationType=center
sparsity_threshold=0.001
------------------------------------------------------------
delta = 6.3
Epoch 1: A_NQ = 95.61, H_NQ = 981906, A_Q = 96.4, H_Q = 53085, zstd_ratio = 3.50%, sparse_ratio = 2.73%, sparsity = 87.32% , sparse_accuracy = 96.4, training_time = 1397s
Epoch 78: A_NQ = 97.8, H_NQ = 981818, A_Q = 98.18, H_Q = 18202, zstd_ratio = 1.41%, sparse_ratio = 1.01%, sparsity = 97.17% , sparse_accuracy = 98.18, training_time = 1372s
Epoch 79: A_NQ = 98.37, H_NQ = 981878, A_Q = 98.27, H_Q = 19026, zstd_ratio = 1.46%, sparse_ratio = 1.05%, sparsity = 96.98% , sparse_accuracy = 98.29, training_time = 1347s
Epoch 80: A_NQ = 97.56, H_NQ = 981890, A_Q = 98.06, H_Q = 18059, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.19% , sparse_accuracy = 98.05, training_time = 1367s
Epoch 81: A_NQ = 98.65, H_NQ = 981898, A_Q = 98.55, H_Q = 18502, zstd_ratio = 1.45%, sparse_ratio = 1.03%, sparsity = 97.11% , sparse_accuracy = 98.52, training_time = 1348s
Epoch 82: A_NQ = 98.31, H_NQ = 981886, A_Q = 98.6, H_Q = 18084, zstd_ratio = 1.44%, sparse_ratio = 1.02%, sparsity = 97.20% , sparse_accuracy = 98.62, training_time = 1343s
Epoch 83: A_NQ = 98.34, H_NQ = 981838, A_Q = 98.27, H_Q = 18798, zstd_ratio = 1.45%, sparse_ratio = 1.04%, sparsity = 97.04% , sparse_accuracy = 98.26, training_time = 1320s
Epoch 84: A_NQ = 98.25, H_NQ = 981904, A_Q = 98.35, H_Q = 19552, zstd_ratio = 1.50%, sparse_ratio = 1.08%, sparsity = 96.87% , sparse_accuracy = 98.37, training_time = 1312s
Epoch 85: A_NQ = 97.84, H_NQ = 981854, A_Q = 98.28, H_Q = 17971, zstd_ratio = 1.42%, sparse_ratio = 1.01%, sparsity = 97.22% , sparse_accuracy = 98.27, training_time = 1282s
Epoch 86: A_NQ = 97.98, H_NQ = 981872, A_Q = 98.53, H_Q = 18959, zstd_ratio = 1.46%, sparse_ratio = 1.05%, sparsity = 96.99% , sparse_accuracy = 98.53, training_time = 1280s
Epoch 87: A_NQ = 98.2, H_NQ = 981868, A_Q = 98.5, H_Q = 18932, zstd_ratio = 1.46%, sparse_ratio = 1.05%, sparsity = 97.00% , sparse_accuracy = 98.5, training_time = 1291s
Epoch 88: A_NQ = 98.33, H_NQ = 981892, A_Q = 98.6, H_Q = 18086, zstd_ratio = 1.41%, sparse_ratio = 1.01%, sparsity = 97.19% , sparse_accuracy = 98.6, training_time = 1295s
Epoch 89: A_NQ = 98.1, H_NQ = 981832, A_Q = 98.43, H_Q = 18366, zstd_ratio = 1.43%, sparse_ratio = 1.02%, sparsity = 97.12% , sparse_accuracy = 98.43, training_time = 1315s
Epoch 90: A_NQ = 98.51, H_NQ = 981870, A_Q = 98.39, H_Q = 18070, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.18% , sparse_accuracy = 98.39, training_time = 1316s
Epoch 91: A_NQ = 98.61, H_NQ = 981874, A_Q = 98.62, H_Q = 18450, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.10% , sparse_accuracy = 98.62, training_time = 1321s
Epoch 92: A_NQ = 97.54, H_NQ = 981840, A_Q = 98.27, H_Q = 18253, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.14% , sparse_accuracy = 98.26, training_time = 1380s
Epoch 93: A_NQ = 98.15, H_NQ = 981850, A_Q = 98.23, H_Q = 18198, zstd_ratio = 1.42%, sparse_ratio = 1.01%, sparsity = 97.15% , sparse_accuracy = 98.24, training_time = 1363s
Epoch 94: A_NQ = 98.46, H_NQ = 981884, A_Q = 98.4, H_Q = 18290, zstd_ratio = 1.40%, sparse_ratio = 1.00%, sparsity = 97.13% , sparse_accuracy = 98.41, training_time = 1128s
Epoch 95: A_NQ = 97.59, H_NQ = 981846, A_Q = 98.32, H_Q = 18331, zstd_ratio = 1.41%, sparse_ratio = 1.01%, sparsity = 97.12% , sparse_accuracy = 98.3, training_time = 1156s
Epoch 96: A_NQ = 98.23, H_NQ = 981878, A_Q = 98.26, H_Q = 18163, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.16% , sparse_accuracy = 98.27, training_time = 1332s
Epoch 97: A_NQ = 98.37, H_NQ = 981794, A_Q = 98.35, H_Q = 18066, zstd_ratio = 1.41%, sparse_ratio = 1.00%, sparsity = 97.18% , sparse_accuracy = 98.35, training_time = 1324s
Epoch 98: A_NQ = 97.51, H_NQ = 981886, A_Q = 97.81, H_Q = 18791, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.01% , sparse_accuracy = 97.79, training_time = 1300s
Epoch 99: A_NQ = 97.97, H_NQ = 981908, A_Q = 97.66, H_Q = 18142, zstd_ratio = 1.40%, sparse_ratio = 1.01%, sparsity = 97.16% , sparse_accuracy = 97.68, training_time = 1280s
Epoch 100: A_NQ = 98.34, H_NQ = 981906, A_Q = 98.42, H_Q = 18055, zstd_ratio = 1.40%, sparse_ratio = 1.00%, sparsity = 97.18% , sparse_accuracy = 98.42, training_time = 1274s
------------------------------------------------------------
delta = 6.1
Epoch 1: A_NQ = 95.18, H_NQ = 981900, A_Q = 96.22, H_Q = 51771, zstd_ratio = 3.34%, sparse_ratio = 2.60%, sparsity = 87.77% , sparse_accuracy = 96.24, training_time = 1628s
Epoch 2: A_NQ = 97.26, H_NQ = 981916, A_Q = 97.21, H_Q = 41510, zstd_ratio = 2.80%, sparse_ratio = 2.15%, sparsity = 91.36% , sparse_accuracy = 97.18, training_time = 1391s
Epoch 3: A_NQ = 97.53, H_NQ = 981908, A_Q = 97.76, H_Q = 37433, zstd_ratio = 2.56%, sparse_ratio = 1.95%, sparsity = 92.62% , sparse_accuracy = 97.66, training_time = 1531s
Epoch 4: A_NQ = 97.51, H_NQ = 981898, A_Q = 97.12, H_Q = 34300, zstd_ratio = 2.40%, sparse_ratio = 1.81%, sparsity = 93.49% , sparse_accuracy = 97.17, training_time = 1354s
Epoch 5: A_NQ = 97.5, H_NQ = 981898, A_Q = 98.02, H_Q = 32097, zstd_ratio = 2.27%, sparse_ratio = 1.70%, sparsity = 94.08% , sparse_accuracy = 97.97, training_time = 1587s
Epoch 6: A_NQ = 97.45, H_NQ = 981888, A_Q = 98.1, H_Q = 30436, zstd_ratio = 2.17%, sparse_ratio = 1.61%, sparsity = 94.49% , sparse_accuracy = 98.13, training_time = 1340s
Epoch 7: A_NQ = 98.09, H_NQ = 981896, A_Q = 98.03, H_Q = 28687, zstd_ratio = 2.07%, sparse_ratio = 1.53%, sparsity = 94.92% , sparse_accuracy = 97.99, training_time = 1522s
Epoch 8: A_NQ = 97.83, H_NQ = 981872, A_Q = 97.86, H_Q = 26960, zstd_ratio = 1.96%, sparse_ratio = 1.45%, sparsity = 95.32% , sparse_accuracy = 97.85, training_time = 1524s
Epoch 9: A_NQ = 98.17, H_NQ = 981894, A_Q = 98.14, H_Q = 27917, zstd_ratio = 1.93%, sparse_ratio = 1.45%, sparsity = 95.06% , sparse_accuracy = 98.09, training_time = 1399s
Epoch 10: A_NQ = 97.22, H_NQ = 981886, A_Q = 97.9, H_Q = 25505, zstd_ratio = 1.86%, sparse_ratio = 1.36%, sparsity = 95.64% , sparse_accuracy = 97.91, training_time = 1496s
Epoch 11: A_NQ = 98.16, H_NQ = 981890, A_Q = 98.34, H_Q = 24001, zstd_ratio = 1.76%, sparse_ratio = 1.29%, sparsity = 95.98% , sparse_accuracy = 98.32, training_time = 1265s
Epoch 12: A_NQ = 98.51, H_NQ = 981878, A_Q = 98.3, H_Q = 23019, zstd_ratio = 1.71%, sparse_ratio = 1.25%, sparsity = 96.21% , sparse_accuracy = 98.31, training_time = 1458s
Epoch 13: A_NQ = 97.93, H_NQ = 981898, A_Q = 98.07, H_Q = 22816, zstd_ratio = 1.68%, sparse_ratio = 1.23%, sparsity = 96.25% , sparse_accuracy = 98.07, training_time = 1496s
Epoch 14: A_NQ = 98.19, H_NQ = 981854, A_Q = 97.72, H_Q = 22772, zstd_ratio = 1.67%, sparse_ratio = 1.22%, sparsity = 96.26% , sparse_accuracy = 97.72, training_time = 1486s
Epoch 15: A_NQ = 98.44, H_NQ = 981908, A_Q = 98.3, H_Q = 22158, zstd_ratio = 1.65%, sparse_ratio = 1.20%, sparsity = 96.39% , sparse_accuracy = 98.3, training_time = 1439s
Epoch 16: A_NQ = 98.27, H_NQ = 981828, A_Q = 98.46, H_Q = 21567, zstd_ratio = 1.61%, sparse_ratio = 1.17%, sparsity = 96.51% , sparse_accuracy = 98.46, training_time = 1501s
Epoch 17: A_NQ = 98.59, H_NQ = 981900, A_Q = 98.55, H_Q = 20653, zstd_ratio = 1.58%, sparse_ratio = 1.13%, sparsity = 96.71% , sparse_accuracy = 98.54, training_time = 1523s
Epoch 18: A_NQ = 98.43, H_NQ = 981806, A_Q = 98.55, H_Q = 20386, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.76% , sparse_accuracy = 98.55, training_time = 1479s
Epoch 19: A_NQ = 98.35, H_NQ = 981872, A_Q = 98.25, H_Q = 20594, zstd_ratio = 1.58%, sparse_ratio = 1.13%, sparsity = 96.72% , sparse_accuracy = 98.25, training_time = 1114s
Epoch 20: A_NQ = 98.55, H_NQ = 981876, A_Q = 98.43, H_Q = 19922, zstd_ratio = 1.54%, sparse_ratio = 1.11%, sparsity = 96.86% , sparse_accuracy = 98.42, training_time = 1447s
Epoch 21: A_NQ = 98.79, H_NQ = 981894, A_Q = 98.83, H_Q = 20424, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.76% , sparse_accuracy = 98.84, training_time = 1422s
Epoch 22: A_NQ = 98.25, H_NQ = 981712, A_Q = 98.52, H_Q = 20569, zstd_ratio = 1.57%, sparse_ratio = 1.13%, sparsity = 96.72% , sparse_accuracy = 98.54, training_time = 1161s
Epoch 23: A_NQ = 98.32, H_NQ = 981888, A_Q = 98.33, H_Q = 20133, zstd_ratio = 1.53%, sparse_ratio = 1.11%, sparsity = 96.82% , sparse_accuracy = 98.36, training_time = 1470s
Epoch 24: A_NQ = 98.39, H_NQ = 981896, A_Q = 98.59, H_Q = 19689, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.90% , sparse_accuracy = 98.6, training_time = 1289s
Epoch 25: A_NQ = 98.46, H_NQ = 981904, A_Q = 98.53, H_Q = 19978, zstd_ratio = 1.51%, sparse_ratio = 1.11%, sparsity = 96.84% , sparse_accuracy = 98.53, training_time = 1557s
Epoch 26: A_NQ = 98.23, H_NQ = 981818, A_Q = 98.73, H_Q = 19671, zstd_ratio = 1.52%, sparse_ratio = 1.09%, sparsity = 96.90% , sparse_accuracy = 98.72, training_time = 1311s
Epoch 27: A_NQ = 98.63, H_NQ = 981880, A_Q = 98.54, H_Q = 20359, zstd_ratio = 1.54%, sparse_ratio = 1.12%, sparsity = 96.75% , sparse_accuracy = 98.52, training_time = 1428s
Epoch 28: A_NQ = 98.57, H_NQ = 981862, A_Q = 98.49, H_Q = 19655, zstd_ratio = 1.49%, sparse_ratio = 1.09%, sparsity = 96.91% , sparse_accuracy = 98.5, training_time = 1413s
Epoch 29: A_NQ = 98.42, H_NQ = 981844, A_Q = 98.3, H_Q = 19435, zstd_ratio = 1.48%, sparse_ratio = 1.09%, sparsity = 96.96% , sparse_accuracy = 98.28, training_time = 1470s
Epoch 30: A_NQ = 98.66, H_NQ = 981860, A_Q = 98.77, H_Q = 18890, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.06% , sparse_accuracy = 98.77, training_time = 1538s
Epoch 31: A_NQ = 98.56, H_NQ = 981902, A_Q = 98.65, H_Q = 18995, zstd_ratio = 1.46%, sparse_ratio = 1.06%, sparsity = 97.05% , sparse_accuracy = 98.64, training_time = 1541s
Epoch 32: A_NQ = 98.33, H_NQ = 981906, A_Q = 98.54, H_Q = 19416, zstd_ratio = 1.48%, sparse_ratio = 1.08%, sparsity = 96.95% , sparse_accuracy = 98.55, training_time = 1405s
Epoch 33: A_NQ = 98.74, H_NQ = 981713, A_Q = 98.43, H_Q = 19106, zstd_ratio = 1.48%, sparse_ratio = 1.07%, sparsity = 97.02% , sparse_accuracy = 98.45, training_time = 1446s
Epoch 34: A_NQ = 98.18, H_NQ = 981866, A_Q = 98.37, H_Q = 19799, zstd_ratio = 1.50%, sparse_ratio = 1.09%, sparsity = 96.87% , sparse_accuracy = 98.37, training_time = 1669s
Epoch 35: A_NQ = 98.82, H_NQ = 981691, A_Q = 98.57, H_Q = 19534, zstd_ratio = 1.51%, sparse_ratio = 1.09%, sparsity = 96.92% , sparse_accuracy = 98.59, training_time = 1547s
Epoch 36: A_NQ = 98.46, H_NQ = 981684, A_Q = 98.45, H_Q = 18863, zstd_ratio = 1.47%, sparse_ratio = 1.06%, sparsity = 97.07% , sparse_accuracy = 98.44, training_time = 1582s
Epoch 37: A_NQ = 98.42, H_NQ = 981876, A_Q = 98.52, H_Q = 19257, zstd_ratio = 1.51%, sparse_ratio = 1.08%, sparsity = 96.98% , sparse_accuracy = 98.51, training_time = 879s
Epoch 38: A_NQ = 98.51, H_NQ = 981850, A_Q = 98.34, H_Q = 19248, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 96.98% , sparse_accuracy = 98.34, training_time = 713s
Epoch 39: A_NQ = 98.52, H_NQ = 981768, A_Q = 98.68, H_Q = 18582, zstd_ratio = 1.44%, sparse_ratio = 1.04%, sparsity = 97.12% , sparse_accuracy = 98.67, training_time = 1336s
Epoch 40: A_NQ = 98.64, H_NQ = 981878, A_Q = 98.76, H_Q = 19507, zstd_ratio = 1.49%, sparse_ratio = 1.08%, sparsity = 96.92% , sparse_accuracy = 98.78, training_time = 725s
Epoch 41: A_NQ = 98.08, H_NQ = 981874, A_Q = 98.47, H_Q = 19152, zstd_ratio = 1.45%, sparse_ratio = 1.07%, sparsity = 97.00% , sparse_accuracy = 98.48, training_time = 956s
Epoch 42: A_NQ = 98.62, H_NQ = 981866, A_Q = 98.66, H_Q = 19417, zstd_ratio = 1.47%, sparse_ratio = 1.07%, sparsity = 96.94% , sparse_accuracy = 98.64, training_time = 906s
Epoch 43: A_NQ = 98.15, H_NQ = 981573, A_Q = 98.71, H_Q = 18700, zstd_ratio = 1.45%, sparse_ratio = 1.05%, sparsity = 97.09% , sparse_accuracy = 98.71, training_time = 1430s
Epoch 44: A_NQ = 98.62, H_NQ = 981870, A_Q = 98.7, H_Q = 18557, zstd_ratio = 1.44%, sparse_ratio = 1.05%, sparsity = 97.13% , sparse_accuracy = 98.7, training_time = 1316s
Epoch 45: A_NQ = 98.57, H_NQ = 981882, A_Q = 98.58, H_Q = 19054, zstd_ratio = 1.46%, sparse_ratio = 1.06%, sparsity = 97.01% , sparse_accuracy = 98.57, training_time = 1355s
Epoch 46: A_NQ = 98.42, H_NQ = 981876, A_Q = 98.21, H_Q = 18470, zstd_ratio = 1.43%, sparse_ratio = 1.04%, sparsity = 97.14% , sparse_accuracy = 98.22, training_time = 1181s
Epoch 47: A_NQ = 98.7, H_NQ = 981902, A_Q = 98.47, H_Q = 18411, zstd_ratio = 1.43%, sparse_ratio = 1.03%, sparsity = 97.15% , sparse_accuracy = 98.47, training_time = 903s
Epoch 48: A_NQ = 98.35, H_NQ = 981822, A_Q = 98.67, H_Q = 18453, zstd_ratio = 1.44%, sparse_ratio = 1.04%, sparsity = 97.13% , sparse_accuracy = 98.69, training_time = 1286s
Epoch 49: A_NQ = 97.93, H_NQ = 981842, A_Q = 98.54, H_Q = 18522, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.12% , sparse_accuracy = 98.55, training_time = 1350s
Epoch 50: A_NQ = 98.49, H_NQ = 981882, A_Q = 98.57, H_Q = 18455, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.14% , sparse_accuracy = 98.57, training_time = 1607s
Epoch 51: A_NQ = 98.75, H_NQ = 981888, A_Q = 98.44, H_Q = 18050, zstd_ratio = 1.42%, sparse_ratio = 1.02%, sparsity = 97.23% , sparse_accuracy = 98.42, training_time = 1286s
Epoch 52: A_NQ = 98.84, H_NQ = 981858, A_Q = 98.76, H_Q = 18401, zstd_ratio = 1.43%, sparse_ratio = 1.03%, sparsity = 97.15% , sparse_accuracy = 98.77, training_time = 1569s
Epoch 53: A_NQ = 98.54, H_NQ = 981896, A_Q = 98.83, H_Q = 18430, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.14% , sparse_accuracy = 98.87, training_time = 1524s
Epoch 54: A_NQ = 98.1, H_NQ = 981599, A_Q = 98.34, H_Q = 18588, zstd_ratio = 1.44%, sparse_ratio = 1.03%, sparsity = 97.10% , sparse_accuracy = 98.34, training_time = 1612s
Epoch 55: A_NQ = 98.63, H_NQ = 981892, A_Q = 98.66, H_Q = 18057, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.22% , sparse_accuracy = 98.64, training_time = 1547s
Epoch 56: A_NQ = 98.7, H_NQ = 981868, A_Q = 98.47, H_Q = 18798, zstd_ratio = 1.44%, sparse_ratio = 1.05%, sparsity = 97.04% , sparse_accuracy = 98.51, training_time = 778s
Epoch 57: A_NQ = 98.7, H_NQ = 981794, A_Q = 98.35, H_Q = 18089, zstd_ratio = 1.41%, sparse_ratio = 1.02%, sparsity = 97.20% , sparse_accuracy = 98.33, training_time = 1031s
Epoch 58: A_NQ = 98.74, H_NQ = 981872, A_Q = 98.7, H_Q = 18255, zstd_ratio = 1.40%, sparse_ratio = 1.03%, sparsity = 97.17% , sparse_accuracy = 98.71, training_time = 906s
Epoch 59: A_NQ = 98.67, H_NQ = 981856, A_Q = 98.7, H_Q = 18131, zstd_ratio = 1.40%, sparse_ratio = 1.02%, sparsity = 97.18% , sparse_accuracy = 98.7, training_time = 1476s
Epoch 60: A_NQ = 98.54, H_NQ = 981776, A_Q = 98.77, H_Q = 17548, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.31% , sparse_accuracy = 98.76, training_time = 1127s
Epoch 61: A_NQ = 98.59, H_NQ = 981882, A_Q = 98.64, H_Q = 17892, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.24% , sparse_accuracy = 98.61, training_time = 1314s
Epoch 62: A_NQ = 98.8, H_NQ = 981846, A_Q = 98.78, H_Q = 16788, zstd_ratio = 1.32%, sparse_ratio = 0.96%, sparsity = 97.47% , sparse_accuracy = 98.76, training_time = 1274s
Epoch 63: A_NQ = 98.73, H_NQ = 981870, A_Q = 98.48, H_Q = 17486, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.32% , sparse_accuracy = 98.48, training_time = 1590s
Epoch 64: A_NQ = 98.3, H_NQ = 981902, A_Q = 98.45, H_Q = 17932, zstd_ratio = 1.38%, sparse_ratio = 1.00%, sparsity = 97.22% , sparse_accuracy = 98.41, training_time = 1393s
Epoch 65: A_NQ = 98.42, H_NQ = 981858, A_Q = 98.85, H_Q = 17613, zstd_ratio = 1.36%, sparse_ratio = 0.99%, sparsity = 97.29% , sparse_accuracy = 98.85, training_time = 782s
Epoch 66: A_NQ = 98.49, H_NQ = 981886, A_Q = 98.81, H_Q = 17952, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.22% , sparse_accuracy = 98.82, training_time = 555s
Epoch 67: A_NQ = 98.68, H_NQ = 981908, A_Q = 98.64, H_Q = 18361, zstd_ratio = 1.42%, sparse_ratio = 1.03%, sparsity = 97.13% , sparse_accuracy = 98.62, training_time = 1304s
Epoch 68: A_NQ = 98.56, H_NQ = 981854, A_Q = 98.78, H_Q = 17479, zstd_ratio = 1.36%, sparse_ratio = 1.00%, sparsity = 97.32% , sparse_accuracy = 98.77, training_time = 1564s
Epoch 69: A_NQ = 98.73, H_NQ = 981868, A_Q = 98.74, H_Q = 17123, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.40% , sparse_accuracy = 98.76, training_time = 1573s
Epoch 70: A_NQ = 98.78, H_NQ = 981836, A_Q = 98.62, H_Q = 17519, zstd_ratio = 1.36%, sparse_ratio = 0.98%, sparsity = 97.31% , sparse_accuracy = 98.64, training_time = 1592s
Epoch 71: A_NQ = 98.73, H_NQ = 981886, A_Q = 98.56, H_Q = 18051, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.19% , sparse_accuracy = 98.57, training_time = 1583s
Epoch 72: A_NQ = 98.72, H_NQ = 981876, A_Q = 98.42, H_Q = 17881, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.23% , sparse_accuracy = 98.42, training_time = 1586s
Epoch 73: A_NQ = 98.94, H_NQ = 981878, A_Q = 98.72, H_Q = 18093, zstd_ratio = 1.39%, sparse_ratio = 1.01%, sparsity = 97.18% , sparse_accuracy = 98.73, training_time = 1586s
Epoch 74: A_NQ = 98.7, H_NQ = 981890, A_Q = 98.71, H_Q = 17845, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.24% , sparse_accuracy = 98.7, training_time = 1595s
Epoch 75: A_NQ = 98.38, H_NQ = 981876, A_Q = 98.65, H_Q = 17628, zstd_ratio = 1.38%, sparse_ratio = 0.99%, sparsity = 97.29% , sparse_accuracy = 98.65, training_time = 1592s
Epoch 76: A_NQ = 98.25, H_NQ = 981824, A_Q = 98.44, H_Q = 17755, zstd_ratio = 1.37%, sparse_ratio = 1.00%, sparsity = 97.25% , sparse_accuracy = 98.43, training_time = 1516s
Epoch 77: A_NQ = 98.2, H_NQ = 981856, A_Q = 98.32, H_Q = 18913, zstd_ratio = 1.42%, sparse_ratio = 1.04%, sparsity = 97.00% , sparse_accuracy = 98.3, training_time = 1543s
Epoch 78: A_NQ = 98.67, H_NQ = 981896, A_Q = 98.51, H_Q = 17700, zstd_ratio = 1.37%, sparse_ratio = 0.99%, sparsity = 97.26% , sparse_accuracy = 98.54, training_time = 1632s
Epoch 79: A_NQ = 98.96, H_NQ = 981854, A_Q = 98.89, H_Q = 17240, zstd_ratio = 1.33%, sparse_ratio = 0.97%, sparsity = 97.36% , sparse_accuracy = 98.87, training_time = 1572s
Epoch 80: A_NQ = 98.14, H_NQ = 981910, A_Q = 98.16, H_Q = 18013, zstd_ratio = 1.37%, sparse_ratio = 1.01%, sparsity = 97.19% , sparse_accuracy = 98.16, training_time = 1563s
Epoch 81: A_NQ = 98.25, H_NQ = 981700, A_Q = 98.58, H_Q = 17670, zstd_ratio = 1.35%, sparse_ratio = 0.98%, sparsity = 97.27% , sparse_accuracy = 98.57, training_time = 1526s
Epoch 82: A_NQ = 98.65, H_NQ = 981884, A_Q = 98.62, H_Q = 17774, zstd_ratio = 1.35%, sparse_ratio = 0.99%, sparsity = 97.25% , sparse_accuracy = 98.61, training_time = 1554s
Epoch 83: A_NQ = 98.59, H_NQ = 981870, A_Q = 98.83, H_Q = 17327, zstd_ratio = 1.32%, sparse_ratio = 0.97%, sparsity = 97.35% , sparse_accuracy = 98.83, training_time = 1506s
Epoch 84: A_NQ = 98.62, H_NQ = 981884, A_Q = 98.66, H_Q = 17337, zstd_ratio = 1.35%, sparse_ratio = 0.97%, sparsity = 97.34% , sparse_accuracy = 98.66, training_time = 1447s
Epoch 85: A_NQ = 98.47, H_NQ = 981880, A_Q = 98.7, H_Q = 17763, zstd_ratio = 1.35%, sparse_ratio = 0.98%, sparsity = 97.24% , sparse_accuracy = 98.67, training_time = 1495s
Epoch 86: A_NQ = 98.33, H_NQ = 981870, A_Q = 98.51, H_Q = 17958, zstd_ratio = 1.36%, sparse_ratio = 1.00%, sparsity = 97.21% , sparse_accuracy = 98.5, training_time = 1155s
Epoch 87: A_NQ = 98.8, H_NQ = 981896, A_Q = 98.77, H_Q = 17567, zstd_ratio = 1.36%, sparse_ratio = 0.99%, sparsity = 97.30% , sparse_accuracy = 98.75, training_time = 1239s
Epoch 88: A_NQ = 98.58, H_NQ = 981882, A_Q = 98.69, H_Q = 17147, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.37% , sparse_accuracy = 98.69, training_time = 1439s
Epoch 89: A_NQ = 98.74, H_NQ = 981872, A_Q = 98.8, H_Q = 17264, zstd_ratio = 1.33%, sparse_ratio = 0.96%, sparsity = 97.35% , sparse_accuracy = 98.78, training_time = 1510s
Epoch 90: A_NQ = 98.48, H_NQ = 981601, A_Q = 98.79, H_Q = 16669, zstd_ratio = 1.31%, sparse_ratio = 0.95%, sparsity = 97.47% , sparse_accuracy = 98.79, training_time = 1462s
Epoch 91: A_NQ = 97.96, H_NQ = 981840, A_Q = 98.07, H_Q = 17782, zstd_ratio = 1.36%, sparse_ratio = 0.99%, sparsity = 97.23% , sparse_accuracy = 98.05, training_time = 1477s
Epoch 92: A_NQ = 98.58, H_NQ = 981870, A_Q = 98.75, H_Q = 16535, zstd_ratio = 1.31%, sparse_ratio = 0.93%, sparsity = 97.50% , sparse_accuracy = 98.74, training_time = 1489s
Epoch 93: A_NQ = 98.74, H_NQ = 981798, A_Q = 98.84, H_Q = 17414, zstd_ratio = 1.34%, sparse_ratio = 0.97%, sparsity = 97.31% , sparse_accuracy = 98.83, training_time = 1513s
Epoch 94: A_NQ = 98.6, H_NQ = 981858, A_Q = 98.61, H_Q = 16654, zstd_ratio = 1.30%, sparse_ratio = 0.95%, sparsity = 97.48% , sparse_accuracy = 98.6, training_time = 1489s
Epoch 95: A_NQ = 98.6, H_NQ = 981892, A_Q = 98.58, H_Q = 17317, zstd_ratio = 1.33%, sparse_ratio = 0.97%, sparsity = 97.34% , sparse_accuracy = 98.59, training_time = 1396s
Epoch 96: A_NQ = 98.34, H_NQ = 981674, A_Q = 98.41, H_Q = 17738, zstd_ratio = 1.34%, sparse_ratio = 0.98%, sparsity = 97.24% , sparse_accuracy = 98.43, training_time = 1381s
Epoch 97: A_NQ = 98.83, H_NQ = 981772, A_Q = 98.87, H_Q = 17632, zstd_ratio = 1.34%, sparse_ratio = 0.99%, sparsity = 97.27% , sparse_accuracy = 98.87, training_time = 1486s
Epoch 98: A_NQ = 98.51, H_NQ = 981840, A_Q = 98.64, H_Q = 18210, zstd_ratio = 1.36%, sparse_ratio = 0.99%, sparsity = 97.14% , sparse_accuracy = 98.62, training_time = 1472s
Epoch 99: A_NQ = 98.54, H_NQ = 981872, A_Q = 98.48, H_Q = 17900, zstd_ratio = 1.34%, sparse_ratio = 0.99%, sparsity = 97.21% , sparse_accuracy = 98.48, training_time = 1404s
Epoch 100: A_NQ = 98.35, H_NQ = 981834, A_Q = 98.43, H_Q = 17278, zstd_ratio = 1.31%, sparse_ratio = 0.97%, sparsity = 97.35% , sparse_accuracy = 98.45, training_time = 1335s
------------------------------------------------------------
delta = 7.1
